loss,mae,val_loss,val_mae
0.11580755561590195,0.11580755561590195,0.028812943026423454,0.028812943026423454
0.022825181484222412,0.022825181484222412,0.01757911592721939,0.01757911592721939
0.018227269873023033,0.018227269873023033,0.01816752552986145,0.01816752552986145
0.01595655456185341,0.01595655456185341,0.015442434698343277,0.015442434698343277
0.01548469066619873,0.01548469066619873,0.012253922410309315,0.012253922410309315
0.014208514243364334,0.014208514243364334,0.01180254016071558,0.01180254016071558
0.013491589576005936,0.013491589576005936,0.01254126988351345,0.01254126988351345
0.013140016235411167,0.013140016235411167,0.010934039950370789,0.010934039950370789
0.012817327864468098,0.012817327864468098,0.016602689400315285,0.016602689400315285
0.012865873984992504,0.012865873984992504,0.010065633803606033,0.010065633803606033
0.012089216150343418,0.012089216150343418,0.009883754886686802,0.009883754886686802
0.012077017687261105,0.012077017687261105,0.012229575775563717,0.012229575775563717
0.012321344576776028,0.012321344576776028,0.01206614263355732,0.01206614263355732
0.011840241961181164,0.011840241961181164,0.013354485854506493,0.013354485854506493
0.011874867603182793,0.011874867603182793,0.010357825085520744,0.010357825085520744
0.011173740029335022,0.011173740029335022,0.011174299754202366,0.011174299754202366
0.011647462844848633,0.011647462844848633,0.013147999532520771,0.013147999532520771
0.011019958183169365,0.011019958183169365,0.015983067452907562,0.015983067452907562
0.011080244556069374,0.011080244556069374,0.010939986445009708,0.010939986445009708
0.011268286034464836,0.011268286034464836,0.013947372324764729,0.013947372324764729
0.010864606127142906,0.010864606127142906,0.011453323997557163,0.011453323997557163
0.010836934670805931,0.010836934670805931,0.009292570874094963,0.009292570874094963
0.010943506844341755,0.010943506844341755,0.008443684317171574,0.008443684317171574
0.010670558549463749,0.010670558549463749,0.011476072482764721,0.011476072482764721
0.010620328597724438,0.010620328597724438,0.010490217246115208,0.010490217246115208
0.010408740490674973,0.010408740490674973,0.012252870947122574,0.012252870947122574
0.010319716297090054,0.010319716297090054,0.012136404402554035,0.012136404402554035
0.009976414032280445,0.009976414032280445,0.012971765361726284,0.012971765361726284
0.01004260778427124,0.01004260778427124,0.012845565564930439,0.012845565564930439
0.010401338338851929,0.010401338338851929,0.00770596694201231,0.00770596694201231
