loss,masked_mae_amp,masked_mae_t0,val_loss,val_masked_mae_amp,val_masked_mae_t0
7.773710250854492,1.540732979774475,6.232974529266357,4.0915632247924805,1.297121286392212,2.795114278793335
3.4016335010528564,1.150384783744812,2.251246929168701,3.1151087284088135,0.956587553024292,2.158250570297241
2.540588140487671,0.9215985536575317,1.6189898252487183,2.4670913219451904,0.8313637375831604,1.635019302368164
2.2149696350097656,0.8126587271690369,1.4023113250732422,2.2946932315826416,0.8019028306007385,1.4939606189727783
1.9445587396621704,0.7296082377433777,1.2149500846862793,1.7441515922546387,0.6787711977958679,1.0647059679031372
1.8213982582092285,0.6816563010215759,1.1397405862808228,1.7657097578048706,0.7444450855255127,1.0218229293823242
1.6466147899627686,0.634952187538147,1.0116629600524902,1.548164963722229,0.5897255539894104,0.9579876065254211
1.5746030807495117,0.6027992963790894,0.9718037247657776,1.5505398511886597,0.5622711181640625,0.9878457188606262
1.4744019508361816,0.5785531401634216,0.89584881067276,1.461282730102539,0.6053613424301147,0.8560018539428711
1.3791625499725342,0.5557755827903748,0.8233859539031982,1.3893146514892578,0.6107425689697266,0.7781829237937927
1.2886182069778442,0.5196053981781006,0.7690128087997437,1.2515318393707275,0.5412010550498962,0.7107791900634766
1.232314109802246,0.4973849058151245,0.7349286675453186,1.2342158555984497,0.49720925092697144,0.7370535731315613
1.1995409727096558,0.4828307032585144,0.7167104482650757,1.2005813121795654,0.49502307176589966,0.7057533860206604
1.1290689706802368,0.4701535105705261,0.6589151620864868,1.1792430877685547,0.48822662234306335,0.6914698481559753
1.11123526096344,0.4487592875957489,0.6624767184257507,1.2310718297958374,0.48851683735847473,0.7439032196998596
1.0550562143325806,0.43463969230651855,0.6204164624214172,1.181229591369629,0.462460994720459,0.7185488939285278
1.0279299020767212,0.4274663031101227,0.6004637479782104,1.0993773937225342,0.4887898564338684,0.6115700602531433
1.0150362253189087,0.4138191342353821,0.6012170314788818,1.0851259231567383,0.42465740442276,0.6608868837356567
0.971599817276001,0.3980667293071747,0.5735328793525696,1.2822952270507812,0.4508962333202362,0.8319137692451477
0.9439796805381775,0.3918004035949707,0.552179217338562,1.0502034425735474,0.4203008711338043,0.6304721832275391
0.9073484539985657,0.3826929032802582,0.5246562957763672,1.1698193550109863,0.46827954053878784,0.7017738223075867
0.9193768501281738,0.37412533164024353,0.545251727104187,1.1038360595703125,0.45422571897506714,0.6508285403251648
0.8893119096755981,0.36847132444381714,0.5208401679992676,1.007347822189331,0.44419118762016296,0.5641613602638245
0.8622704148292542,0.3566206395626068,0.5056496858596802,0.9915140867233276,0.40966087579727173,0.5817148685455322
0.8292118310928345,0.3497224450111389,0.4794890284538269,1.134442925453186,0.4684635400772095,0.6666736006736755
0.8255616426467896,0.34374159574508667,0.4818200170993805,1.082236886024475,0.4325122833251953,0.6497349143028259
0.8165276646614075,0.34000521898269653,0.47652220726013184,0.9844204187393188,0.3846583366394043,0.6003036499023438
0.7815781235694885,0.33342885971069336,0.4481489658355713,0.912712812423706,0.38444826006889343,0.5285987854003906
0.7684633135795593,0.3225570023059845,0.4459066390991211,0.9455881118774414,0.39376577734947205,0.5523818731307983
0.7501087784767151,0.3187575340270996,0.43135106563568115,1.0211830139160156,0.3934653103351593,0.6282029151916504
